type,title,link,Anforderungsprofil,Beschreibung,frist
Studentenjobs,Student Trade Backoffice (m/w/d),https://www.stellenwerk-darmstadt.de/jobboerse/student-trade-backoffice-mwd-darmstadt-210504-466657,"
	Analyse, Validierung und Plausibilitätsprüfung der von Bisnode Trade Partnern gelieferten Daten
	Anlage und Pflege von Trade Partnern
	Kommunikation mit externen Trade Partnern
	Enge Zusammenarbeit mit und Unterstützung der Trade Consultants
	Initialisieren und Überwachen der Datenbearbeitung im Auftrag der Partner
	Bearbeitung von Reklamationen in Bezug auf Trade für die gesamte Bisnode Deutschland
	Konzeption, Erstellung und Aufbereitung von Auswertungen und Statistiken
	Individuelle Projektarbeit 

	Ausgeprägtes technisches Verständnis sowie Affinität zu Daten, Datenbanken und Internet- und Informationstechnologie
	Hohe Kundenorientierung und Teamfähigkeit
	Gute Kommunikationsfähigkeit
	Bereitschaft sich in komplexe Themen einzuarbeiten
	Unternehmerische und erfolgsorientierte Denkweise
	Analytische und strukturierte sowie selbständige Arbeitsweise
	Fähigkeit eigene Ideen zu entwickeln und Mut diese einzubringen
	Gute MS-Office-Kenntnisse
	Gute Englischkenntnisse in Wort und Schrift
","
      Über Bisnode – Ein Dun & Bradstreet Unternehmen

Seit nun fast zwei Jahrzehnten haben Bisnode und Dun & Bradstreet als Partner gemeinsam den Wettbewerbsvorteil unserer Kunden durch die Bereitstellung von marktführenden Daten und Analysen gesichert. Jetzt ist Bisnode ein Unternehmen von Dun & Bradstreet und wir schlagen gemeinsam ein neues Kapitel als ein Unternehmen auf.

Unsere Mitarbeiter arbeiten mit Leidenschaft und Neugier Hand in Hand, um mithilfe von Analysen und Scoring-Modellen Kundenverhalten vorherzusagen, bemerkenswerte Erkenntnisse zu liefern und letztendlich innovative Lösungen für bestehende Herausforderungen zu finden.

Wenn Du bei Bisnode - a Dun & Bradstreet Company, arbeitest, bist Du Teil der Transformation von Daten und der Digitalisierung, die unsere Gesellschaft - und unser Unternehmen - durchläuft. Wir sind davon überzeugt, dass Du hier Teil eines führenden und zukunftsorientierten Teams bist, das Dich und Deine Karriere fordert und fördert. 

  
      Deine neuen Herausforderungen:


	Analyse, Validierung und Plausibilitätsprüfung der von Bisnode Trade Partnern gelieferten Daten
	Anlage und Pflege von Trade Partnern
	Kommunikation mit externen Trade Partnern
	Enge Zusammenarbeit mit und Unterstützung der Trade Consultants
	Initialisieren und Überwachen der Datenbearbeitung im Auftrag der Partner
	Bearbeitung von Reklamationen in Bezug auf Trade für die gesamte Bisnode Deutschland
	Konzeption, Erstellung und Aufbereitung von Auswertungen und Statistiken
	Individuelle Projektarbeit 


Dein Hintergrund:


	Ausgeprägtes technisches Verständnis sowie Affinität zu Daten, Datenbanken und Internet- und Informationstechnologie
	Hohe Kundenorientierung und Teamfähigkeit
	Gute Kommunikationsfähigkeit
	Bereitschaft sich in komplexe Themen einzuarbeiten
	Unternehmerische und erfolgsorientierte Denkweise
	Analytische und strukturierte sowie selbständige Arbeitsweise
	Fähigkeit eigene Ideen zu entwickeln und Mut diese einzubringen
	Gute MS-Office-Kenntnisse
	Gute Englischkenntnisse in Wort und Schrift


Interesse?

Wir suchen für unser Team eine/n studentische/n Mitarbeiter/in mit durchschnittlicher Arbeitszeit von ca. 20 Std./Woche (individuell nach Absprache).

Es erwartet Dich ein interessanter, verantwortungsvoller und selbständiger Studentenjob in einem internationalen, faszinierenden Umfeld und einem dynamischen Team. Eine gründliche Einführung in die Aufgabe ist selbstverständlich. 

  
      
        


    

    
              Jetzt bewerben
      
  


    
      
        


    

    
              Per E-Mail teilen
      
  


    
  ",
Studentenjobs,Studentische Hilfskraft (m/w/d),https://www.stellenwerk-darmstadt.de/jobboerse/studentische-hilfskraft-mwd-riedstadt-210504-466653,"
	MS Office
	Corel Draw, Corel Photo Paint
	Adobe Photoshop, Adobe Illustrator
	Homepage neu: Joomla;
	Homepage alt: Wordpress
	Suchmaschinenoptimierung
","
      Beschreibung/Tätigkeiten


	Betreuung/Aktualisierung/Optimierung der Homepage
	Webdesign, Webmarketing
	Schreiben von redaktionellen Berichten, News, Landingpages
	Pflege des Mietprogramms
	Unterstützung im Marketingbereich
	Gestaltung von Werbeflyern, Aufklebern, Schildern,


  
      Kenntnisse in:


	MS Office
	Corel Draw, Corel Photo Paint
	Adobe Photoshop, Adobe Illustrator
	Homepage neu: Joomla;
	Homepage alt: Wordpress
	Suchmaschinenoptimierung


  
      
        


    

    
              Jetzt bewerben
      
  


    
      
        


    

    
              Per E-Mail teilen
      
  


    
  ",
Absolventenjobs,"Ingenieur (m/w/d) Pharma-/Verfahrenstechnik, Biotechnologie u.a. für die QA",https://www.stellenwerk-darmstadt.de/jobboerse/ingenieur-mwd-pharma-verfahrenstechnik-biotechnologie-ua-fuer-die-qa-mannheim-210504,"
	Abschluss in Verfahrenstechnik, Pharmatechnik, Biotechnologie, Chemieingenieurwesen, Life Sciences Engineering, Maschinenbau oder einem vergleichbaren ingenieur- oder naturwissenschaftlichen Studiengang
	Technisches Verständnis und die Fähigkeit, sich schnell in unterschiedliche Aufgabengebiete einzuarbeiten
	Grundkenntnisse im GMP-Umfeld oder in der pharmazeutischen Qualitätssicherung sind von Vorteil
	Spaß am Einsatz beim Kunden vor Ort, Führerschein Klasse B erforderlich
	Sehr gute Deutsch- und gute Englisch-Kenntnisse
	 
","
      Wir sind GMP-Experten aus Leidenschaft.
gempex unterstützt führende Unternehmen der Life Siences Industrie bei der Umsetzung von GMP-Anforderungen. Unabhängig, international ausgerichtet und mit Standorten in Mannheim (DE), Sisseln (CH) und Guangzhou (CN) unterstützen mehr als 80 Mitarbeiter bei der Einführung, Optimierung und Aufrechterhaltung von Qualitätssicherungssystemen.

Deine Aufgaben


	Qualifizierung und Validierung von Anlagen und Geräten in der Life Sciences Industrie in verschiedenen Kundenprojekten
	Erarbeitung von GMP-gerechter Dokumentation in Deutsch und Englisch
	Bearbeitung von Abweichungen und Qualitätssicherungsmaßnahmen
	Unterstützung bei der Durchführung von Risikoanalysen und der Erstellung von SOPs


Unser Angebot


	Flexible Arbeitszeiten in einem Gleitzeitmodell mit 30 Tagen Urlaub und unbefristeten Arbeitsverträgen
	Weiterentwicklungsmöglichkeiten, ein umfangreiches GMP-Schulungskonzept, spannende und interessante GMP-Projekte
	Kollegiale und offene Unternehmenskultur mit kurzen Entscheidungswegen und flacher Hierarchie
	Sozialleistungen wie betriebliche Altersvorsorge, vermögenswirksame Leistungen und Krankenzusatzversicherung
	Firmenwagen, abhängig vom Joblevel


Ein Video zum Berufseinstieg bei gempex findest Du auf der unserer Karriereseite!

  
      
	Abschluss in Verfahrenstechnik, Pharmatechnik, Biotechnologie, Chemieingenieurwesen, Life Sciences Engineering, Maschinenbau oder einem vergleichbaren ingenieur- oder naturwissenschaftlichen Studiengang
	Technisches Verständnis und die Fähigkeit, sich schnell in unterschiedliche Aufgabengebiete einzuarbeiten
	Grundkenntnisse im GMP-Umfeld oder in der pharmazeutischen Qualitätssicherung sind von Vorteil
	Spaß am Einsatz beim Kunden vor Ort, Führerschein Klasse B erforderlich
	Sehr gute Deutsch- und gute Englisch-Kenntnisse
	 


  
      
        


    

    
              Jetzt bewerben
      
  


    
      
        


    

    
              PDF herunterladen
      
  


    
      
        


    

    
              Per E-Mail teilen
      
  


    
  ",
Studentenjobs,WERKSTUDENT (M/W/D) KONZERNRECHNUNGSWESEN,https://www.stellenwerk-darmstadt.de/jobboerse/werkstudent-mwd-konzernrechnungswesen-ober-ramstadt-210504-466609,"
	aktuell andauerndes wirtschaftswissenschaftliches Studium (vorzugsweise mit den Schwerpunkten Finance oder Tax)
	sichere Kenntnisse im Umgang mit dem MS Office-Paket (insbesondere Excel)
	hohes Maß an Teamorientierung
	sorgfältige Arbeitsweise
	Flexibilität für 2-3 Tage pro Woche neben dem Studium
","
      Mit mehr als 5.800 Mitarbeitern und zahlreichen Produktionsstandorten im In- und Ausland sowie 1,7 Mrd. Euro Umsatz gehören wir zu den führenden Unternehmensgruppen für Farben, Lacke, Bautenschutz und energiesparende Wärmedämm-Verbundsysteme in Europa mit Sitz im Rhein-Main-Gebiet. Im Profi- und auch DIY-Geschäft sind wir mit unseren bekannten Marken Caparol und Alpina Marktführer.

Zur Unterstützung unseres Teams im Konzernrechnungswesen suchen wir zum nächstmöglichen Zeitpunkt einen

Werkstudenten (m/w/d) Bereich Konzernrechnungswesen.

Das erwartet dich :


	Mitarbeit bei der Erstellung des Jahresabschlusses der Muttergesellschaft und diverser Tochtergesellschaften (u.a. Unterstützung bei Inventuren, Kontenanalysen, Jahresabschlussbuchungen in SAP R/3, Saldenbestätigung der Tochtergesellschaften, Anhang, Lagebericht, etc.)
	Mitarbeit bei der Erstellung des Konzernabschlusses (u.a. Aufstellung der gesellschafts-rechtlichen Veränderungen, Aktualisierung der Anteilsbesitzliste, Konsolidierung in der Software IDL Konsis, Erstellung diverser Auswertungen als Basis für An-hang und Lagebericht, etc.)
	Begleitung der Vor- und Hauptprüfung der Wirtschaftsprüfer


  
      Das bringst du mit:


	aktuell andauerndes wirtschaftswissenschaftliches Studium (vorzugsweise mit den Schwerpunkten Finance oder Tax)
	sichere Kenntnisse im Umgang mit dem MS Office-Paket (insbesondere Excel)
	hohes Maß an Teamorientierung
	sorgfältige Arbeitsweise
	Flexibilität für 2-3 Tage pro Woche neben dem Studium


  
      
        


    

    
              Jetzt bewerben
      
  


    
      
        


    

    
              Per E-Mail teilen
      
  


    
  ",
Wer gründet mit?,Co-Founder/CTO,https://www.stellenwerk-darmstadt.de/jobboerse/co-foundercto-duesseldorf-210504-466603,"
	Du treibst als Co-Founder die Unternehmensvision maßgeblich voran und baust das Unternehmen im Seed Stage mit auf.
	Du überzeugst Investoren von der Technologie der Geschäftsidee und vertrittst die Interessen des Unternehmens gemeinsam mit der Geschäftsführung.
	Mitwirkung im gesamten Entwicklungsprozess bis zur Serienreife der Produkte
	Anfertigung von Dokumentationen wie Pflichtenheft und Testplan, sowie Unterstützung der technischen Dokumentation
	Du deckst das volle Spektrum der Elektrotechnik ab - vom Entwurf des PCBs über die Bestückung der Platine bis zum Schreiben der Embedded Software
	Quality Assurance wird bei Dir großgeschrieben, deine Entwicklungen überprüfst du daher stetig

	Die Mitarbeit in einer jungen Firma mit Start-Up Flair - Kurze Entscheidungswege, offene und transparente Kommunikationskultur, ein hochmotiviertes Team, das gemeinsam zur Sicherheit im öffentlichen Raum beitragen möchte sowie ein exzellentes Produkt mit einem einzigartigen USP!
	Flexible Arbeitszeiten durch Gleitzeit und Homeoffice-Option
	Großer Handlungs- und Gestaltungsspielraum für eigene Ideen
","
      Zum Unternehmen:

Click N Safe ist ein innovatives early stage Unternehmen aus Nordrhein-Westfalen, welches persönliche Sicherheitslösungen als Lifestyle Produkte revolutioniert, indem Schmuck und Design mit smarter Technik und hoher Funktionalität verbunden werden.
Click N Safe hat seine innovative Technologie erfolgreich patentieren lassen.

Wir beginnen derzeit mit der technischen Entwicklung unseres Produktes und suchen nach einem talentierten CTO und Co-Founder, der die Entwicklung zusammen mit unserem externen Technikpartner voranbringt.

Deine Qualifikationen:


	Abgeschlossenes Bachelor- oder Masterstudium der Fachrichtung Informatik oder Elektrotechnik oder vergleichbare Ausbildung
	Sehr gute Kenntnisse in der Entwicklung von Schaltplänen und PCB Layouts
	Sehr gute Kenntnisse im Bereich Embedded Software Entwicklung
	Fundierte Erfahrung mit Mikroprozessoren und digitalem Schaltungsdesign
	Gute Kenntnis der IoT Kommunikationsstandards
	Toll wären Arbeitserfahrung in der Hardware-Entwicklung, aber auch Absolventen sind bei uns willkommen
	Bestenfalls auch Fähigkeiten im Softwarebereich
	Du beherrschst Deutsch, Englisch fließend, ggf. sogar weitere Sprachen.
	Du kannst Dich mit Entwicklern ereignisdiskreter und zeitkontinuierliche Betriebsführungsmethodiken auf Augenhöhe austauschen.
	Du verfügst über ein Tech-Netzwerk
	Du bist ein passionierter Gründergeist und brennst für den Aufbau eines Tech-Startups.
	Du kommunizierst klar und arbeitest gerne im Team
	Kurzfristige Planänderungen bringen dich nicht aus der Ruhe und du hast die Prioritäten im Blick


  
      Das sind Deine Aufgaben:


	Du treibst als Co-Founder die Unternehmensvision maßgeblich voran und baust das Unternehmen im Seed Stage mit auf.
	Du überzeugst Investoren von der Technologie der Geschäftsidee und vertrittst die Interessen des Unternehmens gemeinsam mit der Geschäftsführung.
	Mitwirkung im gesamten Entwicklungsprozess bis zur Serienreife der Produkte
	Anfertigung von Dokumentationen wie Pflichtenheft und Testplan, sowie Unterstützung der technischen Dokumentation
	Du deckst das volle Spektrum der Elektrotechnik ab - vom Entwurf des PCBs über die Bestückung der Platine bis zum Schreiben der Embedded Software
	Quality Assurance wird bei Dir großgeschrieben, deine Entwicklungen überprüfst du daher stetig


Wir bieten Dir:


	Die Mitarbeit in einer jungen Firma mit Start-Up Flair - Kurze Entscheidungswege, offene und transparente Kommunikationskultur, ein hochmotiviertes Team, das gemeinsam zur Sicherheit im öffentlichen Raum beitragen möchte sowie ein exzellentes Produkt mit einem einzigartigen USP!
	Flexible Arbeitszeiten durch Gleitzeit und Homeoffice-Option
	Großer Handlungs- und Gestaltungsspielraum für eigene Ideen


Bei Interesse melde Dich per E-Mail (office@clicknsafe.org) mit deiner Bewerbung. Wir freuen uns auf Dich!

  
      
        


    

    
              Jetzt bewerben
      
  


    
      
        


    

    
              Per E-Mail teilen
      
  


    
  ",
Praktika,Praktikum Software Engineer Full Stack (m/w/d),https://www.stellenwerk-darmstadt.de/jobboerse/praktikum-software-engineer-full-stack-mwd-darmstadt-210504-466594,"
	Freude an Software und Kundenkontakt
	An Universität oder Fachhochschule studierend
	Kenntnisse in der Software-Entwicklung, v.a. Java und HTML5
	Gute Deutsch- und Englischkenntnisse
	Initiative, Kreativität, Teamgeist, Verantwortung, analytisches Denken
","
      Wir suchen Macher


	Du begleitest ein Kundenprojekt von Anfang bis Ende, ab dem ersten Tag
	Dabei arbeitest du in einem interdisziplinären, agilen Team
	In Zusammenarbeit mit dem Kunden entwickelst du massgeschneiderte Lösungen für geschäftskritische Softwaresysteme
	Du nutzt modernste Technologie und knackst technologische Herausforderungen


Moderne Technologie
Wir setzen einen aktuellen Open Source Stack ein: Im Backend Apache Tomcat, ActiveMQ, Lucene und PostgreSQL. Programmiert wird in Java, als IDE setzen wir Intellij ein. Das Frontend ist eine Web App, umgesetzt mit ECMAScript6+. Unsere Applikationslandschaft aus Docker-Containern ist vollständig virtualisiert und wird mittels Kubernetes und OpenShift verwaltet. Im Bereich Machine Learning setzen wir auf DeepLearning4J und PyTorch.

  
      Das bietest du uns:


	Freude an Software und Kundenkontakt
	An Universität oder Fachhochschule studierend
	Kenntnisse in der Software-Entwicklung, v.a. Java und HTML5
	Gute Deutsch- und Englischkenntnisse
	Initiative, Kreativität, Teamgeist, Verantwortung, analytisches Denken


  
      
        


    

    
              Jetzt bewerben
      
  


    
      
        


    

    
              PDF herunterladen
      
  


    
      
        


    

    
              Per E-Mail teilen
      
  


    
  ",
Studentische Hilfskräfte,Studentische Hilfskraft - Hochschulrechenzentrum - TUDa-CERT,https://www.stellenwerk-darmstadt.de/jobboerse/studentische-hilfskraft-hochschulrechenzentrum-tuda-cert-darmstadt-210504-466590,"
	Fortgeschritten im Studium vorzugsweise Hauptfach oder Schwerpunkt Informatik/Programmierung
	Noch keine längere Tätigkeit als Studentische Hilfskraft in der TU Darmstadt
	Interesse an IT-Sicherheit
	gute Kenntnisse in der Programmierung mit Python und (Web-)API Schnittstellen
	Kenntnisse über Linuxbetriebssysteme und –Umgebungen
	Kenntnisse in der Anwendung von Datenbanken wie InfluxDB und dem Einsatz von Grafana
","
      Das zurzeit im Aufbau befindliche TUDa-CERT benötigt längerfristige Unterstützung in der Programmierung von Schnittstellen zwischen den Unterstützungstools. Sowie in der Erprobung und dem Testen verschiedene weiterer Tools zur Arbeitserleichterung.

Ebenso sind die Aufgaben in der graphischen Aufbereitung von Datenbeständen zur Darstellung der IT-Sicherheitslage verschiedener Bereiche

Ihre Aufgaben:


	Unterstützung bei Tests von verschiedenen Tools und der Darstellung der Informationen in diesen Tools
	Zuarbeit bei Python-Programmierung von Schnittstellen- und Automatisierungsskripten
	Entwickeln von „Wrappern“ für das Einlesen von vorgegebenen Informationsdaten
	Codepflege mittels git inkl. Testprogrammierung
	Erprobung von verschiedenen Tools für die Verwaltungsarbeiten innerhalb der TUDa-CERT
	Unterstützende Testaufgaben im Rahmen verschiedener Konzeptansätze


  
      Ihr Profil:


	Fortgeschritten im Studium vorzugsweise Hauptfach oder Schwerpunkt Informatik/Programmierung
	Noch keine längere Tätigkeit als Studentische Hilfskraft in der TU Darmstadt
	Interesse an IT-Sicherheit
	gute Kenntnisse in der Programmierung mit Python und (Web-)API Schnittstellen
	Kenntnisse über Linuxbetriebssysteme und –Umgebungen
	Kenntnisse in der Anwendung von Datenbanken wie InfluxDB und dem Einsatz von Grafana


  
      
        


    

    
              Jetzt bewerben
      
  


    
      
        


    

    
              PDF herunterladen
      
  


    
      
        


    

    
              Per E-Mail teilen
      
  


    
  ","Freitag, 04. Juni 2021 - 23:59
  

  
    
  
  

  
  jochen.becker@tu-darmstadt.de

"
Studentenjobs,Werkstudent (m/w/d) im Controlling,https://www.stellenwerk-darmstadt.de/jobboerse/werkstudent-mwd-im-controlling-neu-isenburg-210504-466586,"
	Du bist Student (m/w/d) der Fachrichtung Wirtschaftswissenschaften, Wirtschaftsinformatik, Mathematik oder eines verwandten Studiengangs
	Du hast mindestens das dritte Semester im Bachelorstudium erfolgreich absolviert
	Du besitzt ein gutes Zahlenverständnis, hast großes Interesse an der Aufbereitung und Visualisierung von Daten und verfügst bestenfalls über erste Erfahrungen im Bereich Controlling
	Du hast sehr gute MS-Office-Kenntnisse, insbesondere im Umgang mit Excel
	Du verfügst über erste Erfahrungen in den Bereichen Big Data und Business Intelligence
	Du besitzt eine analytische und qualitätsorientierte Denk- und Arbeitsweise
	Absolute Vertrauenswürdigkeit rundet Dein Profil ab
","
      Was wir tun.

Wir schützen Unternehmen vor Hackern und Kriminellen. So dynamisch und vielfältig wie die Bedrohung, ist unsere Arbeit. Als akkreditierter Auditor beraten und zertifizieren wir Unternehmen nach den Vorgaben der Kreditkartenindustrie weltweit. Die Experten des usd HeroLabs identifizieren Schwachstellen in IT-Systemen und Applikationen. Unsere Security Consultants beraten Unternehmen ganzheitlich in Fragen der Informationssicherheit, des Risikomanagements und der IT-Compliance. Wir tragen Verantwortung, die Cyber Security Transformation Academy (CST Academy) fördert Austausch und Wissenstransfer in der Community. more security ist unsere Mission.

Werde Teil unseres Teams.

Arbeite mit den klügsten Köpfen unterschiedlicher Disziplinen der IT Security zusammen und sammle Praxiserfahrung neben Deinem Studium. Mit der Übernahme folgender Aufgaben leistest Du einen wertvollen Beitrag in unserem Finance Bereich und zu unserer Mission „more security“.


	Monitoring und Analyse von betriebswirtschaftlich relevanten Kennzahlen
	Aufbereitung von Analysen und Reports
	Unterstützung bei der Erstellung von Forecasts
	Durchführung von Soll-Ist-Vergleichen, Abweichungsanalysen und Ad-Hoc-Auswertungen
	Umsetzung von Standard- und Ad-hoc-Reportings auf Basis von Buchhaltungszahlen und Projektdaten
	Unterstützung bei der Weiterentwicklung von Reporting Tools und bestehender Prozesse
	Unterstützung bei der Weiterentwicklung von KPIs und Dashboards


  
      Was bringst Du mit?


	Du bist Student (m/w/d) der Fachrichtung Wirtschaftswissenschaften, Wirtschaftsinformatik, Mathematik oder eines verwandten Studiengangs
	Du hast mindestens das dritte Semester im Bachelorstudium erfolgreich absolviert
	Du besitzt ein gutes Zahlenverständnis, hast großes Interesse an der Aufbereitung und Visualisierung von Daten und verfügst bestenfalls über erste Erfahrungen im Bereich Controlling
	Du hast sehr gute MS-Office-Kenntnisse, insbesondere im Umgang mit Excel
	Du verfügst über erste Erfahrungen in den Bereichen Big Data und Business Intelligence
	Du besitzt eine analytische und qualitätsorientierte Denk- und Arbeitsweise
	Absolute Vertrauenswürdigkeit rundet Dein Profil ab


Warum mit uns?

Hier kannst Du Erfahrung in der Praxis sammeln und Know-how aufbauen. Als Werkstudent (m/w/d) beginnst Du mit einem Stundenlohn von 13,00 Euro. Je nach persönlicher Entwicklung gibt es darüber hinaus die Möglichkeit in höhere Gehaltsstufen aufzusteigen, an die auch weitere Benefits geknüpft sind.

  
      
        


    

    
              Jetzt bewerben
      
  


    
      
        


    

    
              PDF herunterladen
      
  


    
      
        


    

    
              Per E-Mail teilen
      
  


    
  ",
Absolventenjobs,Software Engineer Full Stack (w/d/m),https://www.stellenwerk-darmstadt.de/jobboerse/software-engineer-full-stack-wdm-darmstadt-210504-466584,"
	Ab Studium oder Young Professionals
	Du begleitest ein Kundenprojekt von Anfang bis Ende, ab dem ersten Tag
	Dabei arbeitest Du in einem interdisziplinären, agilen Team
	Im Projekt übernimmst Du den Lead – von der Beratung bis zur Umsetzung
	Du nutzt modernste Technologie und bringst uns mit Deinen Innovationen weiter
	In Zusammenarbeit mit dem Kunden entwickelst Du massgeschneiderte Lösungen für geschäftskritische Softwaresysteme
","
      Moderne Technologie
Wir setzen einen aktuellen Open Source Stack ein: Im Backend Apache Tomcat, ActiveMQ, Lucene und PostgreSQL. Programmiert wird in Java, als IDE setzen wir Intellij ein. Das Frontend ist eine Web App, umgesetzt mit ECMAScript6+. Unsere Applikationslandschaft aus Docker-Containern ist vollständig virtualisiert und wird mittels Kubernetes und OpenShift verwaltet. Im Bereich Machine Learning setzen wir auf DeepLearning4J und PyTorch.

Starke Gründe für BSI


	Wir haben keine Hierarchie und organisieren uns 100% kundenzentriert
	Unternehmerische Gestaltungs- und Beteiligungsmöglichkeiten
	Wir arbeiten für eigene Projekte, machen kein Bodyleasing
	Wir haben keine starren Jobprofile
	Vielfältige Weiterbildungsmöglichkeiten (10 Tage/Jahr frei verfügbar)
	Eigene Forschungsprojekte im BSI Lab
	Einzigartige Firmenkultur und starke Werte: Unser kununu-Score beweist es


  
      Wir suchen Macher


	Ab Studium oder Young Professionals
	Du begleitest ein Kundenprojekt von Anfang bis Ende, ab dem ersten Tag
	Dabei arbeitest Du in einem interdisziplinären, agilen Team
	Im Projekt übernimmst Du den Lead – von der Beratung bis zur Umsetzung
	Du nutzt modernste Technologie und bringst uns mit Deinen Innovationen weiter
	In Zusammenarbeit mit dem Kunden entwickelst Du massgeschneiderte Lösungen für geschäftskritische Softwaresysteme


  
      
        


    

    
              Jetzt bewerben
      
  


    
      
        


    

    
              PDF herunterladen
      
  


    
      
        


    

    
              Per E-Mail teilen
      
  


    
  ",
Absolventenjobs,Bauingenieure (m/w/d) Tragwerksplanung Holz- und Betonbau ,https://www.stellenwerk-darmstadt.de/jobboerse/bauingenieure-mwd-tragwerksplanung-holz-und-betonbau-heilbronn-210504-466569,,"
      Wir sind ein Ingenieurbüro für konstruktiven Hochbau mit Sitz in Dornbirn (A), Altenrhein (CH) und Heilbronn (D).

Tragwerke für anspruchsvolle Projekte sind unsere Domäne. Wir entwickeln diese zusammen mit den besten Architekten. In Deutschland, Österreich und der Schweiz. Meist in Holz - ein entscheidender Beitrag für die Zukunft. Oft hybrid - Baustoffe sinnvoll kombiniert. Und immer innovativ.

Für die Standorte Heilbronn und Dornbirn suchen wir ab sofort Bauingenieure (m/w/d)!

 

  
      Deine Aufgaben

•  Umfassende statisch-konstruktive Entwicklungen

•  Planungsarbeit in interdisziplinären Teams

•  Begleitung der Bauausführung

Dein Profil

•  Abgeschlossenes Studium im Bauingenieurwesen oder Holzbau

•  Strukturierte Arbeitsweise

•  Lernbereitschaft und Teamfähigkeit

•  Frisch von der Uni oder mit Berufserfahrung

Unser Angebot

•  Bearbeitung spannender Projekte im Team

•  Umgang mit nachwachsendem Baustoff

•  Trinationales Starter-Trainee

•  Weiterbildungs- und Entwicklungsmöglichkeiten

•  Bahnhofsnähe

•  Top Ausstattung – auch für Homeoffice

•  Teamevents und Büroexkursionen

•  Work-life-balance

Mehr Infos über uns findest Du auf unserer Homepage!

Wir freuen uns auf Deine Kontaktaufnahme

  
      
        


    

    
              Jetzt bewerben
      
  


    
      
        


    

    
              PDF herunterladen
      
  


    
      
        


    

    
              Per E-Mail teilen
      
  


    
  ",
Studentenjobs,Verkäufer/in im Hofladen gesucht,https://www.stellenwerk-darmstadt.de/jobboerse/verkaeuferin-im-hofladen-gesucht-bickenbach-210504-466554,,"
      Wir suchen dauerhaft Verstärkung für unseren Hofladen!

Wenn du Spaß an guten Lebensmitteln hast und diese gerne in einem familiären Team mit Freude an unsere Kunden verkaufen möchtest, dann melde dich einfach.

Unseren idyllischen Hofladen haben wir vor 15 Jahren vom unserem jetzigen Verpächter  übernommen und möchten das auch noch lange so weitermachen.

Bickenbach liegt ca. 20km südlich von Darmstadt und ist sowohl mit der Straßenbahn als auch mit dem Zug von Darmstadt zu erreichen.

Wir bieten einen krisenfesten Arbeitsplatz, flexible Arbeitszeiten attraktive Zusatzleistungen wie z.B. Mitarbeiterrabatt und Sonderzahlngen.

Du kannst uns gerne eine Email zukommen lassen, lieber wäre uns ein Anruf und ein persönliches Treffen.

  
      Was solltest du mitbringen?

•Teamgeist

•Spaß bei der Arbeit und Freude am Kundenkontakt 

•persönliche Hygiene und Sauberkeit

 

  
      
        


    

    
              Jetzt bewerben
      
  


    
      
        


    

    
              Per E-Mail teilen
      
  


    
  ",
Absolventenjobs,Online-VolontärIn (w/m),https://www.stellenwerk-darmstadt.de/jobboerse/online-volontaerin-wm-hamburg-210503-466522,"
	Interesse an digitalen Marketing-Themen
	Begriffe wie Marketing-Automation, HubSpot oder Inbound Marketing könntest Du erklären
	Lust auf eigene Kundenprojekte mit Verantwortung
	Eigeninitiative für Fortbildungen in verschiedenen Bereichen
	Lust auf unbekannte Themenwelten
	Freude am Spiel mit Worten
	Praktische Erfahrungen in Medien
	Spaß an Eigeninitiative und Teamwork
","
      
	Entwicklung von Content-Marketing-Strategien
	Anwendung des Marketing-Automation-Tools HubSpot
	Umsetzung von Kundenprojekten in HubSpot
	Strategische Entwicklung von Zielen, Zielgruppen, Buyer Personas und Customer Journeys
	Entwicklung von Themenideen und Konzepten
	Anwendung von Content-Management Systemen wie z.B. WordPress
	Koordination von redaktionellen Online-Projekten
	Verfassen, Redigieren und QA von Texten
	Identifizierung und Umsetzung von SEO-Maßnahmen mithilfe von Google Analytics, Seolyze und Sistrix
	Bildrecherche in verschiedenen Bilddatenbanken
	Bearbeitung von Bildern mit Photoshop & Co.


Dein Volontariat:

Integriert in unser Team wirst Du über zwei Jahre an unterschiedlichsten Projekten mitwirken, Neues lernen, Erfahrungen sammeln und Dich zu einem echten Medienprofi mit dem Schwerpunkt Inbound und Content Marketing entwickeln. Parallel erhältst Du die Möglichkeit während einer theoretischen Phase in einer Bildungseinrichtung wie einer Akademie oder in der Redaktion eines renommierten Medienhauses noch mehr Weitblick in die Medienwelt zu gewinnen.

Wir freuen uns auf Dich!




  
      
	Interesse an digitalen Marketing-Themen
	Begriffe wie Marketing-Automation, HubSpot oder Inbound Marketing könntest Du erklären
	Lust auf eigene Kundenprojekte mit Verantwortung
	Eigeninitiative für Fortbildungen in verschiedenen Bereichen
	Lust auf unbekannte Themenwelten
	Freude am Spiel mit Worten
	Praktische Erfahrungen in Medien
	Spaß an Eigeninitiative und Teamwork


  
      
        


    

    
              Jetzt bewerben
      
  


    
      
        


    

    
              Per E-Mail teilen
      
  


    
  ",
